"","logFC","logCPM","LR","PValue","FDR"
"ENSMUSG00000026077",-1.36214477002728,3.57632759444242,79.7249677106114,4.30328197188755e-19,5.85805774833052e-15
"ENSMUSG00000007872",0.886383314453116,5.52539405903252,76.7696909396089,1.92103312045505e-18,1.30755119343773e-14
"ENSMUSG00000021775",0.953705455874983,6.24196145591041,63.0527009503879,2.01249225711249e-15,9.1320190320241e-12
"ENSMUSG00000002250",-0.828280584980558,5.26612400727094,62.4675356820322,2.70873171842889e-15,9.2184912207431e-12
"ENSMUSG00000059824",2.2593712570819,4.56176276320481,57.987414875709,2.638000859466e-14,7.18222113998214e-11
"ENSMUSG00000074715",-1.98951679906558,3.80529254191097,47.0344966063045,6.97481996135193e-12,1.5824704022314e-08
"ENSMUSG00000027875",1.72371292952279,3.99495203891773,38.2606643495453,6.18978745594943e-10,8.62221716007057e-07
"ENSMUSG00000038393",0.770498937172425,9.39667373757055,38.2390293849107,6.25879632714882e-10,8.62221716007057e-07
"ENSMUSG00000020889",0.789892208320567,6.34677307407993,38.2337505322527,6.27575081652239e-10,8.62221716007057e-07
"ENSMUSG00000038224",-0.692877698559665,5.18563512108902,38.2157807440533,6.33381118054108e-10,8.62221716007057e-07
"ENSMUSG00000030256",1.19023955297843,2.91592712880462,36.6493683092127,1.41404831901712e-09,1.74994906970728e-06
"ENSMUSG00000055116",-0.973159170564154,3.98388867864638,36.2008494734395,1.77992952341177e-09,2.01918171685037e-06
"ENSMUSG00000031167",0.606434689996079,5.66256436699768,33.1332512168111,8.60544409553628e-09,9.01122388250272e-06
"ENSMUSG00000028957",1.26392792921426,3.87027867554193,32.5029871430247,1.19009465800199e-08,1.15719704138436e-05
"ENSMUSG00000022389",0.710687322895953,6.98172927836737,31.8621881884814,1.65507856937281e-08,1.50203897099147e-05
"ENSMUSG00000032758",-1.40852552787909,11.2979568991161,31.5509001101382,1.94280300403897e-08,1.65296108087391e-05
"ENSMUSG00000020653",0.89002464744942,4.82346432102006,31.1476777010641,2.39125267643271e-08,1.91483074613403e-05
"ENSMUSG00000034450",1.92627591205751,0.698739210400201,30.3656747737564,3.57803908633855e-08,2.70599144901815e-05
"ENSMUSG00000021135",-1.17310631728431,2.63122730387851,27.906820817354,1.27300226213509e-07,9.1207262076026e-05
"ENSMUSG00000053411",0.44450800553546,5.3842628412789,27.3275233077602,1.71749254497577e-07,0.000116901130073776
"ENSMUSG00000050100",0.763380342107116,3.1959585518553,25.7593669711122,3.86745434395183e-07,0.000250703123734363
"ENSMUSG00000027314",0.636343759651244,3.70390131068312,25.5315873385878,4.35199365453296e-07,0.000269289498268896
"ENSMUSG00000041920",-0.662283311187261,4.13282248841355,24.5819647959884,7.12151421965788e-07,0.000421500752487838
"ENSMUSG00000026827",-0.526859918035312,6.15335097275029,24.4274651529402,7.71607848617207e-07,0.000437662401801085
"ENSMUSG00000027111",-0.393783565842708,7.73891666182227,23.8631072868968,1.03435178667066e-06,0.000563225234877908
"ENSMUSG00000021214",-1.22818916111418,5.18002483238201,23.2223800298961,1.44308138261927e-06,0.000755564110061391
"ENSMUSG00000056749",-0.954640694408006,3.64265330693573,23.1019599283636,1.53634016854417e-06,0.000774599952384882
"ENSMUSG00000023067",-0.858009106055553,4.49125949837669,22.6811292729812,1.91236761899531e-06,0.0009297521570494
"ENSMUSG00000020482",0.412333193693883,5.32994102747315,22.039453148833,2.67103306437113e-06,0.00125381976225118
"ENSMUSG00000023120",-0.737838592149213,4.63147862502283,21.9519571577798,2.7956165808579e-06,0.00126855761717395
"ENSMUSG00000033327",0.498813644389543,5.48085209715529,21.1626769599169,4.21901209256756e-06,0.00185269069729427
"ENSMUSG00000025185",-0.721543112303481,4.15616996277898,21.0421828538801,4.49282098709029e-06,0.00191127412803938
"ENSMUSG00000025511",0.507419981788599,4.15267246031142,20.5931591835692,5.67987099892604e-06,0.00234303284570849
"ENSMUSG00000002346",0.490153674154586,5.56149121603864,20.4687148194573,6.06139509237417e-06,0.00242687562919087
"ENSMUSG00000021508",0.809856364589856,4.37706203621072,19.9568918703185,7.9207930892606e-06,0.00308073589497442
"ENSMUSG00000054986",-1.04432400273062,3.40464435691698,19.7788562652792,8.69391164995874e-06,0.00328750609141357
"ENSMUSG00000040998",-0.431696943160773,8.59820530690203,19.6131483499763,9.48144600049747e-06,0.00340598472319444
"ENSMUSG00000003477",0.698081652097578,3.02086379099572,19.6078784442494,9.50763384128324e-06,0.00340598472319444
"ENSMUSG00000042659",0.454268207853632,4.4447971673869,19.3222283750118,1.10413460140577e-05,0.00385399598177864
"ENSMUSG00000026188",-0.855690424724218,2.80335326313435,19.1682989053682,1.19684601384006e-05,0.00407316619660119
"ENSMUSG00000061353",0.604625011493367,7.08609961196136,18.9154854451388,1.36639012837078e-05,0.0044478583877094
"ENSMUSG00000022949",0.796871012265806,3.05393104999946,18.9072637278956,1.37229157631525e-05,0.0044478583877094
"ENSMUSG00000058056",0.413862326281956,6.53479795408468,18.822820433625,1.43440571331688e-05,0.00454106162218201
"ENSMUSG00000006216",0.342862744850873,7.64560612608401,18.7750059477142,1.4708209036152e-05,0.00455051930929857
"ENSMUSG00000039783",0.446100261993922,5.76050875481405,18.5904325847474,1.62031706176713e-05,0.00490163914707465
"ENSMUSG00000055980",0.339920772241514,6.27167248968348,18.5061650819268,1.69355601012612e-05,0.0049557141660868
"ENSMUSG00000053303",-1.36096594659321,2.81822806424027,18.4847649297355,1.71267907147434e-05,0.0049557141660868
"ENSMUSG00000090264",-0.786263073467089,2.50129178963247,18.4457849023803,1.74807053268379e-05,0.0049557141660868
"ENSMUSG00000002797",-0.451779059968487,4.75974684997744,18.4072183809967,1.78380955071074e-05,0.0049557141660868
"ENSMUSG00000018900",0.520387248612003,7.21496616250715,18.1153001580791,2.07923980057622e-05,0.00566093828104881
"ENSMUSG00000004105",0.365700480335418,5.88590940370733,17.944316410073,2.27462621382444e-05,0.00601671562656971
"ENSMUSG00000024298",0.317535672773835,7.8075260964409,17.9245995404188,2.29831200015885e-05,0.00601671562656971
"ENSMUSG00000020427",0.713328396637744,7.52002866249918,17.7590144405445,2.50726655527155e-05,0.0064398904937569
"ENSMUSG00000041075",0.346600800762794,5.24734583106486,17.4602950342524,2.93371200768175e-05,0.00739567065936512
"ENSMUSG00000024900",0.448625920549983,8.67878214217764,16.9931005459775,3.75158972561387e-05,0.00926321406572018
"ENSMUSG00000015957",1.40526950128136,1.16348850636317,16.9634584333504,3.81062210886895e-05,0.00926321406572018
"ENSMUSG00000062901",0.374122344507061,7.41568758769082,16.6920485625796,4.39648866906178e-05,0.0104998947810418
"ENSMUSG00000031320",0.322576353366811,7.53096682892628,16.5749403038581,4.67648902925568e-05,0.0109760422681479
"ENSMUSG00000062563",0.348991627150225,5.77776052008142,16.5042288287119,4.85416885217441e-05,0.0111999662007882
"ENSMUSG00000020473",0.334455859469986,6.8070118477345,16.3774841431371,5.18980853131183e-05,0.011774810589458
"ENSMUSG00000058655",0.32716586594865,8.16011330821515,16.2989070854922,5.40951424309827e-05,0.0120720848182454
"ENSMUSG00000031994",-1.25763731214241,1.22654852332336,16.0903213077317,6.03919007980724e-05,0.0132599184768413
"ENSMUSG00000074063",0.549274900056372,4.75975092095163,16.0365657942619,6.21308870933427e-05,0.0134252026349472
"ENSMUSG00000066113",0.544466191136889,3.71000486054493,15.9106195401696,6.64050791052666e-05,0.0136017442060908
"ENSMUSG00000040423",0.297497746481648,6.79607665783813,15.8800438230911,6.74865860501793e-05,0.0136017442060908
"ENSMUSG00000086583",0.477784237701763,6.23442271741406,15.8675703135707,6.79328641472137e-05,0.0136017442060908
"ENSMUSG00000042745",0.530071033351093,4.74465210560265,15.8279349195595,6.93707411466224e-05,0.0136017442060908
"ENSMUSG00000047861",0.483305575857582,5.42797898307445,15.8263101025322,6.94303344655871e-05,0.0136017442060908
"ENSMUSG00000022122",0.471136619599245,4.83197800588885,15.8208297199142,6.9631718166313e-05,0.0136017442060908
"ENSMUSG00000025764",0.296311550084872,6.36069407385516,15.8124136758236,6.99421210920704e-05,0.0136017442060908
"ENSMUSG00000020607",0.451078129913901,4.53726122713887,15.7310296985359,7.30165021678348e-05,0.0139996287888836
"ENSMUSG00000106847",0.355517779802697,5.59326790972337,15.6910256850648,7.45771800193567e-05,0.0141002659944931
"ENSMUSG00000039831",0.318094601290978,6.83269855953226,15.6316587011578,7.69553423201499e-05,0.0143505900685507
"ENSMUSG00000040740",0.64965987890783,4.0231166433843,15.5654945412783,7.96958125860831e-05,0.0146607986045182
"ENSMUSG00000053964",0.819531178282912,2.0782814910247,15.4531750980341,8.45747393436649e-05,0.0153508790224708
"ENSMUSG00000098557",0.341178863539502,6.61292097105773,15.3774090471389,8.80345343104879e-05,0.015739740235461
"ENSMUSG00000027796",0.788708428318668,2.7424888101167,15.3561722585376,8.90296039176151e-05,0.015739740235461
"ENSMUSG00000043144",0.673962583935021,6.49277634147481,15.243947231872,9.44790531612145e-05,0.0164890173164566
"ENSMUSG00000043091",-0.350616617574363,5.7943553978229,15.1907893607887,9.71762519659616e-05,0.0167450673166156
"ENSMUSG00000005483",0.424163620179228,4.91933895691666,15.122608775898,0.000100749450678978,0.0171437784011616
"ENSMUSG00000035614",0.317918388445531,5.76679067831161,15.0226260377967,0.000106229888950599,0.0178531787442532
"ENSMUSG00000068270",0.368780871340009,7.51341263018893,14.8714096037586,0.000115094236426773,0.0191070468350935
"ENSMUSG00000028081",0.295567160211799,7.70736022539734,14.7583907503332,0.000122202495916823,0.0200426816495869
"ENSMUSG00000026189",-0.423989014063276,6.38251309941715,14.7160890086809,0.000124975296039751,0.0202534369641563
"ENSMUSG00000070985",-0.375791621305914,6.17217449281538,14.632702340005,0.000130628025818256,0.0209204625348697
"ENSMUSG00000090236",-0.327503137548718,6.62654145750607,14.4811704921111,0.000141567590158921,0.022206720331673
"ENSMUSG00000055866",0.768013197480221,3.94173320983731,14.4764602808875,0.00014192203547018,0.022206720331673
"ENSMUSG00000058600",0.298342068216169,6.24216988339649,14.4065791335609,0.00014728682827065,0.0227069559004306
"ENSMUSG00000019944",-0.50139738933037,5.63963160150192,14.3917016648226,0.000148455085222825,0.0227069559004306
"ENSMUSG00000037465",0.606945378706355,4.61790810791212,14.3613246266387,0.000150869508234802,0.0228198512844485
"ENSMUSG00000042487",-0.421924631342365,4.16288429476456,14.2685296244638,0.00015849272235802,0.0237094662577992
"ENSMUSG00000029752",-0.735478814340376,2.41347479533098,14.0468424291502,0.000178312971624603,0.0263845052470187
"ENSMUSG00000110195",0.331345548618448,5.15814010258488,13.9997560307215,0.000182834354812287,0.0267626244307491
"ENSMUSG00000054793",0.290076910830991,5.10531008990771,13.9289462411867,0.000189852121870165,0.0274942227129634
"ENSMUSG00000048826",0.341887905641854,4.63642373951139,13.8275130614076,0.000200380410183687,0.0287134581455846
"ENSMUSG00000045382",0.690657668233916,2.28702240865032,13.7698197254686,0.000206629147973712,0.0293004436600639
"ENSMUSG00000021670",-0.508255247497486,5.73670559524511,13.7062535939855,0.000213741577668707,0.0299965370804547
"ENSMUSG00000047878",0.346271192753436,5.02999741100525,13.5665339704936,0.000230254164171502,0.0316656033548859
"ENSMUSG00000008682",0.300769328926395,7.95349581489859,13.5662676313052,0.000230286838473056,0.0316656033548859
"ENSMUSG00000026315",0.476084822498206,4.39644375257713,13.5299226644761,0.00023478972183739,0.0319619248337239
"ENSMUSG00000110185",0.330658406854883,4.5990928575126,13.4720653206621,0.000242141624118747,0.0326363755359258
"ENSMUSG00000045441",0.409594706266581,4.11678539298273,13.431161655665,0.00024747882025742,0.0326574270757934
"ENSMUSG00000020538",-0.408312488537591,5.76990001602604,13.4303105585355,0.000247591123422893,0.0326574270757934
"ENSMUSG00000056851",0.268384403885508,7.84046234603382,13.4159424773657,0.000249494778218065,0.0326574270757934
"ENSMUSG00000029714",0.342713447355862,5.67871531913314,13.3857050399868,0.000253549324077419,0.0328720661777705
"ENSMUSG00000000253",-0.292520556668411,5.64576049448203,13.3298179046993,0.000261218885084928,0.0332867336821513
"ENSMUSG00000070348",0.391484180773166,7.90975720765387,13.3268104390783,0.000261638177035935,0.0332867336821513
"ENSMUSG00000036752",-0.415671775485288,6.68744904553127,13.3057519010975,0.000264593163048623,0.033350988227601
"ENSMUSG00000006269",0.263310749178108,6.8443215183928,13.2243983049352,0.000276328416403745,0.0342231518169441
"ENSMUSG00000037621",0.586416261468019,2.78877507513272,13.2229598709381,0.000276540564156604,0.0342231518169441
"ENSMUSG00000031283",-0.809741322818831,2.82654462862248,13.1956858844511,0.000280594289533743,0.0344119825533589
"ENSMUSG00000021185",-0.312935214833198,6.84332002763228,13.0107401769661,0.000309709498516815,0.0376435303866911
"ENSMUSG00000040584",0.591810602975606,2.62051157879114,12.917734708895,0.000325483523880619,0.0392106832795297
"ENSMUSG00000029587",0.385911967126734,4.54561074972532,12.8754140813008,0.000332927053808846,0.0397555788026301
"ENSMUSG00000035469",0.292403880241697,5.12442750109881,12.8455908258885,0.000338275384384542,0.0398276686323572
"ENSMUSG00000010651",0.367454186446945,6.64126179481241,12.8394785643292,0.000339382175960732,0.0398276686323572
"ENSMUSG00000020372",0.276645088084536,7.52964728059852,12.7842487780078,0.00034955010794418,0.0406703044396934
"ENSMUSG00000012848",0.280845198189887,6.99454747832733,12.7560269275206,0.000354863866194552,0.0409386594110715
"ENSMUSG00000068742",0.481272239000151,4.1673134944547,12.7275160892348,0.000360314775307658,0.0412181935820433
"ENSMUSG00000025197",0.355920819380815,5.11554580451593,12.706310470905,0.00036442371636357,0.041340833757144
"ENSMUSG00000041351",0.458020138619039,6.92280894106651,12.6590351965062,0.000373755039077539,0.0417141510158796
"ENSMUSG00000057914",0.651354036480204,2.39367101377679,12.6585946351404,0.000373843122304952,0.0417141510158796
"ENSMUSG00000038567",0.789462386483508,6.76901456721408,12.642713019963,0.000377032419687027,0.0417279864162561
"ENSMUSG00000021379",0.426153449812622,5.75834664102077,12.6026089614621,0.000385208694683747,0.0422890803284666
"ENSMUSG00000002265",0.389673222360563,5.4953493886827,12.5198432330859,0.000402652671993135,0.0438299452857867
"ENSMUSG00000026202",-0.41117400684364,6.50754109326098,12.5058314215105,0.00040568376595968,0.0438299452857867
"ENSMUSG00000033411",0.363752462986316,4.56344419369852,12.433551143352,0.000421689325231188,0.0452004471210406
"ENSMUSG00000058258",-0.47210064577624,4.73555821933136,12.4172253548271,0.000425391798193774,0.0452410824125925
"ENSMUSG00000023022",0.265858336193152,6.69829420092408,12.2846029710173,0.000456710548596559,0.0481953542484105
"ENSMUSG00000038528",0.275189395994768,7.31716450217767,12.2119731550059,0.000474837868213738,0.0494413600921463
"ENSMUSG00000001280",0.255182437877391,6.84444579935744,12.2082680346954,0.000475781838835758,0.0494413600921463
"ENSMUSG00000095616",-2.17694134970946,3.63122212787096,12.193288267566,0.000479617650289981,0.0494623869196781
"ENSMUSG00000021876",1.02385255406486,3.52809330067381,12.1688187356252,0.000485950721204738,0.0496040514908208
"ENSMUSG00000031725",-0.586690248172789,5.73025106238109,12.1537226687147,0.000489899831305924,0.0496040514908208
"ENSMUSG00000071415",0.257497839886467,7.52604655936175,12.1460365485856,0.000491922937725763,0.0496040514908208
"ENSMUSG00000054520",-0.547756560584131,2.57204451633283,12.0478440670648,0.000518523146411978,0.0516276567588731
"ENSMUSG00000025019",0.304136739335393,5.2117685080716,12.0440626822701,0.000519576065229238,0.0516276567588731
"ENSMUSG00000020326",-0.27689444695221,7.56678951286004,11.9791152746517,0.000538001209862786,0.052590447252283
"ENSMUSG00000030201",0.297961972853368,8.22528670925889,11.9673030386109,0.000541422487464589,0.052590447252283
"ENSMUSG00000043681",-0.732367319651402,1.46384793372681,11.9628153235917,0.000542728052257345,0.052590447252283
"ENSMUSG00000032097",0.262087693706692,8.01132360767601,11.9559943092391,0.000544718508967303,0.052590447252283
"ENSMUSG00000022797",-0.606764260817364,6.28011504617939,11.9319359797349,0.000551798053299825,0.0528987809828909
"ENSMUSG00000015656",0.392006986715332,10.0694211500487,11.8557330994057,0.000574841020197301,0.0547224532024186
"ENSMUSG00000020566",0.383863763069547,4.47340720656496,11.8342255183214,0.000581518804642314,0.0549737186638598
"ENSMUSG00000010663",-0.308399981076711,6.88327013601591,11.7904632321599,0.000595349192015202,0.0558930244889858
"ENSMUSG00000032420",-0.322281631363997,5.71578334058351,11.7699260389916,0.000601953699414663,0.0561259980146014
"ENSMUSG00000061143",0.341131946403026,4.57177496756201,11.6942081431923,0.00062694945426461,0.058058931434722
"ENSMUSG00000021364",-0.287038438043012,5.92295700451421,11.6438055508907,0.00064416683431859,0.0592502913214795
"ENSMUSG00000028357",-0.316824662436638,6.71104076389456,11.5511983523885,0.000677056040153894,0.0615961069137855
"ENSMUSG00000002289",0.957722140121389,5.84986017386111,11.5466344998692,0.000678720049736857,0.0615961069137855
"ENSMUSG00000054499",0.323716617466357,4.55781788321463,11.5252268448969,0.000686580724105489,0.0618968436903843
"ENSMUSG00000025880",0.32800755693908,5.68266481254474,11.4985506365784,0.000696504794758796,0.0623784195463914
"ENSMUSG00000064065",0.31289133921429,4.86033575695994,11.4344934421303,0.000720931265611285,0.0641008449174453
"ENSMUSG00000032898",0.297723165513493,5.99097595014485,11.4117917711547,0.000729794127562681,0.0641008449174453
"ENSMUSG00000034111",0.280511244104141,5.21605285014896,11.4108251105395,0.000730173951410925,0.0641008449174453
"ENSMUSG00000039108",0.262909131265367,5.66983981773811,11.3996682379431,0.000734572232948025,0.0641008449174453
"ENSMUSG00000051344",0.400883858295547,4.32598645096407,11.3610902396794,0.000749987871072492,0.0649251244942496
"ENSMUSG00000055254",-1.25509873438226,1.39986495075598,11.352272978167,0.000753556869910485,0.0649251244942496
"ENSMUSG00000026313",0.315540658228756,5.18507736638242,11.189012804831,0.00082283111191291,0.069186830132045
"ENSMUSG00000028234",0.280104713452459,6.60858733508366,11.1392357369463,0.000845207075650978,0.069186830132045
"ENSMUSG00000032594",0.286941412821464,6.5615930861899,11.1385091254258,0.000845538219213913,0.069186830132045
"ENSMUSG00000059173",0.307473962178584,6.19147645502926,11.1341777404271,0.000847514913002048,0.069186830132045
"ENSMUSG00000003849",0.386768432925778,4.79590491697756,11.1259394726853,0.000851287472467766,0.069186830132045
"ENSMUSG00000061410",0.263673620560753,7.07474933811549,11.1216630915027,0.00085325244827185,0.069186830132045
"ENSMUSG00000074578",0.445359126284196,2.9904782298264,11.1214012145652,0.000853372928279513,0.069186830132045
"ENSMUSG00000041841",0.303180848709364,5.560543683383,11.1166810134078,0.000855547470910581,0.069186830132045
"ENSMUSG00000063694",-0.298749265368757,7.02766511719392,11.1136676857266,0.000856938604683032,0.069186830132045
"ENSMUSG00000034460",0.382767383403262,3.41637198846771,11.1125326549972,0.000857463195927133,0.069186830132045
"ENSMUSG00000104445",0.289299993050436,5.63675384290569,11.1091088940196,0.000859047565233925,0.069186830132045
"ENSMUSG00000035530",0.274215084349826,7.54784973543786,11.0763228182011,0.000874370211502531,0.069186830132045
"ENSMUSG00000029004",0.257415460117668,7.32713596016986,11.069880675869,0.000877413285194743,0.069186830132045
"ENSMUSG00000029361",-0.6131566820285,2.37993678273751,11.0684894640291,0.000878071856068647,0.069186830132045
"ENSMUSG00000006127",0.281268225322158,5.08974050104195,11.0659891453095,0.000879256711440813,0.069186830132045
"ENSMUSG00000047215",0.277733830694349,7.28795352088353,10.9740476369698,0.000923967267112486,0.0719206406902906
"ENSMUSG00000006599",0.304406214359447,5.09532215979613,10.9696674346645,0.000926153798258716,0.0719206406902906
"ENSMUSG00000037172",0.284320733575076,4.64223749587722,10.9622889204372,0.000929848876918471,0.0719206406902906
"ENSMUSG00000045136",-0.4432654447684,4.78122863114915,10.916622642327,0.000953052007249376,0.0730962402674482
"ENSMUSG00000067586",0.421623912168179,4.74218622647343,10.9043651805417,0.000959379120079979,0.0730962402674482
"ENSMUSG00000033350",0.432470562086829,3.75734549608967,10.900936075213,0.000961156762497115,0.0730962402674482
"ENSMUSG00000031530",0.464261052023098,3.62763158590415,10.8062447529787,0.00101158286353577,0.0762103982406793
"ENSMUSG00000031349",-0.309514433154019,5.0913483318858,10.8031010085124,0.00101330214365408,0.0762103982406793
"ENSMUSG00000024772",-0.258201552758912,6.72135942190132,10.7057027499597,0.00106805810894848,0.0798872254786571
"ENSMUSG00000074261",-0.303368447496086,4.18404103134691,10.6479060352883,0.00110195597034241,0.0819722766353622
"ENSMUSG00000075520",0.317982362222277,5.04936133459181,10.6345831105966,0.00110992301960027,0.0821162068794482
"ENSMUSG00000039062",-0.324216703971867,7.22744991096959,10.6013589707021,0.00113004570768973,0.0831530390204342
"ENSMUSG00000049241",0.606540023895895,2.07751560406197,10.5880329858142,0.00113822013072012,0.0833042507499623
"ENSMUSG00000032604",0.268422239877348,6.04385451404031,10.5591375161773,0.00115615129198681,0.0841641044803021
"ENSMUSG00000032624",0.284480321670099,4.857382412859,10.5326232372134,0.0011728561777016,0.0849116496017804
"ENSMUSG00000044026",0.299108132321975,5.28943965610649,10.5231317662856,0.0011788953041017,0.0849116496017804
"ENSMUSG00000013089",0.478106820960659,4.40430413595288,10.4921781776811,0.00119880960941975,0.0855063432401118
"ENSMUSG00000037058",0.252955225123926,5.72217351173819,10.4878705837476,0.00120160779699674,0.0855063432401118
"ENSMUSG00000059743",-0.353511362915493,4.27099552438211,10.474248666147,0.00121050008584913,0.0855063432401118
"ENSMUSG00000090165",0.718406932668268,3.18254427975069,10.4715390747004,0.00121227681226339,0.0855063432401118
"ENSMUSG00000078429",0.251578857056526,7.75316317837662,10.4513048482817,0.00122562845346524,0.0860024749331045
"ENSMUSG00000040363",0.288974803772127,5.29206818420965,10.4371271791704,0.00123507222335727,0.0862207085977565
"ENSMUSG00000024866",-0.401260667754174,8.83677719687759,10.417836299562,0.00124804029916428,0.0866473215075376
"ENSMUSG00000032554",0.517161699506244,6.03127470290369,10.4091663967316,0.00125391334290641,0.0866473215075376
"ENSMUSG00000005034",0.231673162733187,6.36932593518202,10.3989639178544,0.00126086039842,0.0866873363822798
"ENSMUSG00000069495",0.278841048538936,4.87073723201812,10.2936179512906,0.00133491097083061,0.091070269603804
"ENSMUSG00000006333",0.25641394280516,7.72519093509366,10.2839078154552,0.00134195429764692,0.091070269603804
"ENSMUSG00000058672",-0.412303244731731,5.61956829023861,10.2801643899581,0.00134467965844153,0.091070269603804
"ENSMUSG00000037523",0.240831873764432,6.47222065791891,10.2593540831195,0.00135993285727157,0.0912036105728968
"ENSMUSG00000042046",0.262352995643972,5.79662566544474,10.2591979389008,0.0013600479649084,0.0912036105728968
"ENSMUSG00000028266",0.282155445516941,4.78573296433707,10.2420642700926,0.00137273880856894,0.0913992665875565
"ENSMUSG00000045519",0.525785728134793,2.34267544129542,10.2244856804534,0.00138588382266346,0.0913992665875565
"ENSMUSG00000050097",-0.66121298843395,3.06633182738824,10.2057818061219,0.00140001028587516,0.0913992665875565
"ENSMUSG00000041605",-0.453388101629796,3.5589298726345,10.189793571171,0.00141220123617374,0.0913992665875565
"ENSMUSG00000025815",0.438922248475883,4.59124791937787,10.1858971331516,0.00141518850454646,0.0913992665875565
"ENSMUSG00000063681",0.762008333539839,1.18647794022023,10.1764904354434,0.00142242669910454,0.0913992665875565
"ENSMUSG00000035504",0.444837243035057,4.82953086432441,10.175038691922,0.00142354710980906,0.0913992665875565
"ENSMUSG00000052562",-1.11847464822161,1.96957276836241,10.171344595779,0.00142640213027416,0.0913992665875565
"ENSMUSG00000042379",0.658259975302676,3.90912269686587,10.1691388440363,0.00142810963202236,0.0913992665875565
"ENSMUSG00000009927",0.233702705744447,7.12551518907053,10.1602136074401,0.00143503993262589,0.0913992665875565
"ENSMUSG00000021482",0.268783748888171,5.94022706646944,10.1579270115802,0.00143682091014009,0.0913992665875565
"ENSMUSG00000036083",-0.418381541857792,7.5256533775417,10.1005184594014,0.00148227616727321,0.0932792693075774
"ENSMUSG00000039789",0.385705415934122,3.46103469621202,10.100213953221,0.00148252111361833,0.0932792693075774
"ENSMUSG00000063415",0.584338767550844,4.84912426776619,10.0947395944608,0.00148693171525338,0.0932792693075774
"ENSMUSG00000028919",-0.393280671098172,4.25515003320265,10.0381310511089,0.0015333269462712,0.0957485308238068
"ENSMUSG00000074179",0.549901514774765,5.92425842389733,9.97505691514707,0.00158675090860087,0.0985734151363405
"ENSMUSG00000061477",0.232994959044843,6.87320990838773,9.96489359361968,0.00159553398472931,0.0985734151363405
"ENSMUSG00000046070",-0.420501749153143,5.01513567645203,9.95941575072599,0.00160028830861171,0.0985734151363405
"ENSMUSG00000006494",0.289412443761286,5.83203473761399,9.919458628525,0.00163540478272695,0.0999989427433494
"ENSMUSG00000024472",0.312952831144692,5.49540161749419,9.91640239233193,0.00163812269387842,0.0999989427433494
